Participant,List_Number,Sentence_Text,Item_ID,Model,Source_Lang,Condition,Naturalness,Likelihood,Changes
R_917mR3ox6FjPOwr,2,"`Now remember, these are just bus drshi pratiNidhItv of the process.",13.0,Gemma,English,Matrix,2,1.0,:( guess the pattern is i don't understand complex hindi words 
R_8OoiSKJY8ebiLjX,2,`saath wahan pahunchna bacchon se kahiye ki apne bado se aaspaas ke gaon aur shaharon ke naam pooch kar aayen.,26.0,Gemma,Hindi,Matrix,3,2.0,Wahaan saath pauhunchana hai isliye bachhon se kahiye ke apne badon se  aaspaas ke gaaon aur shaharon  ke naam pooch kar aayen
R_917mR3ox6FjPOwr,2,`saath wahan pahunchna bacchon se kahiye ki apne bado se aaspaas ke gaon aur shaharon ke naam pooch kar aayen.,26.0,Gemma,Hindi,Matrix,1,1.0,Sentence makes no sense 
R_8OoiSKJY8ebiLjX,2,"`India ka Bangladesh ki seema mein 17,000 acres spread territory  wale 111 parikshetron par claims hai.",27.0,Gemma,Hindi,Matrix,3,,India ka Bangladesh ki seema mein 17000 acre spread ki  territory  wale 111 parikshetron par claim  hai
R_917mR3ox6FjPOwr,2,"`India ka Bangladesh ki seema mein 17,000 acres spread territory  wale 111 parikshetron par claims hai.",27.0,Gemma,Hindi,Matrix,2,1.0,:( same thing .. don't understand complex Hindi ...hence not sure what to change 
R_8OoiSKJY8ebiLjX,2,`lekin sab logon ko abhi ye baat janchhi nahi ki ekta ka matlab sirf rajneetik ekta nahi hai.,2.0,Gemma,Hindi,Matrix,1,2.0,Lekin sab logon ko abhi yeh baat jachhi nahi ki ekta  ka matlab sirf rajnitik ekta nahi hai
R_917mR3ox6FjPOwr,2,`lekin sab logon ko abhi ye baat janchhi nahi ki ekta ka matlab sirf rajneetik ekta nahi hai.,2.0,Gemma,Hindi,Matrix,4,4.0,"It's understandable Hindi, but I would use a lot more English...jaanchi nahin .. i would say pataa nahin .."
R_8OoiSKJY8ebiLjX,2,"`Bharat ka Bangladesh ki seema mein 17,000 acre ka kshetrafal wala 111 parikshetron par dava hai.",27.0,Llama,Hindi,Baseline,3,1.0,"Bharat ka Bangladesh ki seema mein 17,000 acre kashetrafal par 111 parikshetron par daava hai"
R_917mR3ox6FjPOwr,2,"`Bharat ka Bangladesh ki seema mein 17,000 acre ka kshetrafal wala 111 parikshetron par dava hai.",27.0,Llama,Hindi,Baseline,2,1.0,Too complex 
R_8OoiSKJY8ebiLjX,2,`data integrity check start ho jayegi jaise hi koi write able disk daalne yogy hoti hai.,19.0,Llama,Hindi,Baseline,1,1.0,Jaise hi koi disk daalenge data integrity  check start ho jaayega
R_917mR3ox6FjPOwr,2,`data integrity check start ho jayegi jaise hi koi write able disk daalne yogy hoti hai.,19.0,Llama,Hindi,Baseline,3,1.0,Not sure
R_8OoiSKJY8ebiLjX,2,"`any other attractions meh chaar museum, ek sculpture ground aur ek open air ka stage shamil hain.",5.0,Llama,Hindi,Baseline,3,1.0,Nothing 
R_917mR3ox6FjPOwr,2,"`any other attractions meh chaar museum, ek sculpture ground aur ek open air ka stage shamil hain.",5.0,Llama,Hindi,Baseline,2,1.0,Not sure
R_8OoiSKJY8ebiLjX,2,`aur ve poor ke liye bolte hain isliye unki aawaz zyada suni jaati hai.,1.0,Llama,English,Baseline,3,1.0,Woh poor  logon  ke liye bolte hain isliye unki aawaaz  zyaada suni jaati hai
R_917mR3ox6FjPOwr,2,`aur ve poor ke liye bolte hain isliye unki aawaz zyada suni jaati hai.,1.0,Llama,English,Baseline,2,1.0,Notnsure
R_8OoiSKJY8ebiLjX,2,`Is website ne English se Hindi dictionary aur Hindi se English dictionary dono provide karta hai.,22.0,Llama,English,Baseline,1,,Is website  ne English  se hindi dictionary aur Hindi se English dictionary  dono provide kiye hain
R_917mR3ox6FjPOwr,2,`Is website ne English se Hindi dictionary aur Hindi se English dictionary dono provide karta hai.,22.0,Llama,English,Baseline,1,1.0,Badmgrammar
R_8OoiSKJY8ebiLjX,2,`mere bolne mein dikhayi di jani wali dardbhar hui baat ab khushi hai.,3.0,Llama,English,Baseline,1,4.0,Mere bolney mein dardbhari  baat dikhai di jo jaane wali hai aur ab sirf khushi hai
R_917mR3ox6FjPOwr,2,`mere bolne mein dikhayi di jani wali dardbhar hui baat ab khushi hai.,3.0,Llama,English,Baseline,2,1.0,I won't say dardbhar 
R_8OoiSKJY8ebiLjX,2,`iske madhyam se membership ka pratisthan aur samaj ka bhautik anurakshan sunishchit hota hai.,17.0,Llama,Hindi,ECT,3,1.0,Don't get it all
R_917mR3ox6FjPOwr,2,`iske madhyam se membership ka pratisthan aur samaj ka bhautik anurakshan sunishchit hota hai.,17.0,Llama,Hindi,ECT,1,1.0,It's too complex 
R_8OoiSKJY8ebiLjX,2,`last quarter ke dauran price expansion acceptable limit ke andar hi thi.,20.0,Llama,Hindi,ECT,5,,
R_917mR3ox6FjPOwr,2,`last quarter ke dauran price expansion acceptable limit ke andar hi thi.,20.0,Llama,Hindi,ECT,3,2.0,Don't know dauran .. i would just change that word 
R_8OoiSKJY8ebiLjX,2,`Data verification start ho jayegi jaise hi koi writable disk daal jati hai.,19.0,Llama,Hindi,ECT,3,,Jaise hi aap disk andar daaloge   data verification start ho jayegi
R_917mR3ox6FjPOwr,2,`Data verification start ho jayegi jaise hi koi writable disk daal jati hai.,19.0,Llama,Hindi,ECT,2,2.0,Tenses are off.. 
R_8OoiSKJY8ebiLjX,2,"`chhote birds, bharal aur chhote chhipkaliyon ko lagta hai ki ve khaton ke diet ke liye vishesh roop se banaye gaye hain.",12.0,Llama,English,ECT,1,1.0,
R_917mR3ox6FjPOwr,2,"`chhote birds, bharal aur chhote chhipkaliyon ko lagta hai ki ve khaton ke diet ke liye vishesh roop se banaye gaye hain.",12.0,Llama,English,ECT,2,1.0,Don't know bharal .. khaton ..
R_8OoiSKJY8ebiLjX,2,`aglaa dora ek baraa badlaav karne se aaj ke haal ke bachchon ko aage ki suvidhaayein milengi.,15.0,Llama,English,ECT,2,,Ek bada badlaav karne se aaj  ke bachhon ko  aage ki suvidhaaiyaan milengi
R_917mR3ox6FjPOwr,2,`aglaa dora ek baraa badlaav karne se aaj ke haal ke bachchon ko aage ki suvidhaayein milengi.,15.0,Llama,English,ECT,2,2.0,Same feedback as earlier .. complex Hindi words are not what I understand or use 
R_8OoiSKJY8ebiLjX,2,`mere deshwaalon ko kahaa hai ki seekhnaa badlaavaa hai.,24.0,Llama,English,ECT,5,4.0,
R_917mR3ox6FjPOwr,2,`mere deshwaalon ko kahaa hai ki seekhnaa badlaavaa hai.,24.0,Llama,English,ECT,2,1.0,Seekhnaa badlaavaa laata hai?
R_8OoiSKJY8ebiLjX,2,`Adverse प्रतिकूल संतुलन of payment भुगतान is a सामान्य प्रवृत्ति in विकासशील countries.,7.0,Llama,English,Matrix,4,1.0,
R_917mR3ox6FjPOwr,2,`Adverse प्रतिकूल संतुलन of payment भुगतान is a सामान्य प्रवृत्ति in विकासशील countries.,7.0,Llama,English,Matrix,1,1.0,Don't understand the Hindi
R_8OoiSKJY8ebiLjX,2,"`Iske alaava, unhone Gandhi ji ko करने की अनुमति दी कि वो जाँच करे.",11.0,Llama,English,Matrix,1,,Iske alaava unhone Gandhi ji ko jaanch karne ki anumati di
R_917mR3ox6FjPOwr,2,"`Iske alaava, unhone Gandhi ji ko करने की अनुमति दी कि वो जाँच करे.",11.0,Llama,English,Matrix,2,1.0,I don't use words like anumati .. does it mean permission?
R_8OoiSKJY8ebiLjX,2,"`Mere pyare deshvasiyon, iske baare mein kahaa hai ki shiksha badh rahi hai.",24.0,Llama,English,Matrix,5,,
R_917mR3ox6FjPOwr,2,"`Mere pyare deshvasiyon, iske baare mein kahaa hai ki shiksha badh rahi hai.",24.0,Llama,English,Matrix,1,1.0,Something doesn't read correctly in it 
R_8OoiSKJY8ebiLjX,2,`Ask children ko apne elders se ask karna hai ki apne around ke villages aur cities ke names find karke aaye.,26.0,Llama,Hindi,Matrix,3,2.0,Ask children  ke apne elders se  surrounding villages  aur cities ke names find karke aayen
R_917mR3ox6FjPOwr,2,`Ask children ko apne elders se ask karna hai ki apne around ke villages aur cities ke names find karke aaye.,26.0,Llama,Hindi,Matrix,1,1.0,Too convoluted 
R_8OoiSKJY8ebiLjX,2,`iske madhyam se membership ka pratisthan aur samaj ka bhautik anurakshan ensured hota hai.,17.0,Llama,Hindi,Matrix,3,,
R_917mR3ox6FjPOwr,2,`iske madhyam se membership ka pratisthan aur samaj ka bhautik anurakshan ensured hota hai.,17.0,Llama,Hindi,Matrix,1,1.0,Too complex 
R_8OoiSKJY8ebiLjX,2,"`Additionally, this system depends on responsible media aur vigilant society par.",23.0,Llama,Hindi,Matrix,5,5.0,
R_917mR3ox6FjPOwr,2,"`Additionally, this system depends on responsible media aur vigilant society par.",23.0,Llama,Hindi,Matrix,1,1.0,Aur reads off .. i would just say and 
R_8OoiSKJY8ebiLjX,2,`yeh incident ke baad city ke ladke mujhe dhadakane lage.,9.0,Mistral,Hindi,Baseline,5,4.0,
R_917mR3ox6FjPOwr,2,`yeh incident ke baad city ke ladke mujhe dhadakane lage.,9.0,Mistral,Hindi,Baseline,1,1.0,Dhadakne is the wrong word?
R_8OoiSKJY8ebiLjX,2,`aap ko phir se aap ke jobse ek baar aur 's allotment ke liye arji bharni pad sakti hai jab aap apni naukri samapt kar de.,14.0,Mistral,Hindi,Baseline,4,4.0,
R_917mR3ox6FjPOwr,2,`aap ko phir se aap ke jobse ek baar aur 's allotment ke liye arji bharni pad sakti hai jab aap apni naukri samapt kar de.,14.0,Mistral,Hindi,Baseline,1,1.0,Arji?
R_8OoiSKJY8ebiLjX,2,`baithak mein appealarthi ne anurodh kiya hai ki use krishn sikand chhod dena chahiye.,29.0,Mistral,Hindi,Baseline,4,,
R_917mR3ox6FjPOwr,2,`baithak mein appealarthi ne anurodh kiya hai ki use krishn sikand chhod dena chahiye.,29.0,Mistral,Hindi,Baseline,1,1.0,Appealarthi?
R_8OoiSKJY8ebiLjX,2,`yeh site English se Hindi aur Hindi se English ke liye dictionary de sakti hai.,22.0,Mistral,English,Baseline,5,4.0,
R_917mR3ox6FjPOwr,2,`yeh site English se Hindi aur Hindi se English ke liye dictionary de sakti hai.,22.0,Mistral,English,Baseline,3,,Ke liye dictionary ... I would say ka translation 
R_8OoiSKJY8ebiLjX,2,`system par depend karti hai ek jawaabdaar media aur ek chalaane wala samaj.,23.0,Mistral,English,Baseline,1,,System par depend  karta hai ek jawaabdaar media aur ek chalaanewala samaaj
R_917mR3ox6FjPOwr,2,`system par depend karti hai ek jawaabdaar media aur ek chalaane wala samaj.,23.0,Mistral,English,Baseline,1,1.0,What's a chalaane wala samaj
R_8OoiSKJY8ebiLjX,2,"`India ka claim hai 111 enclaves, jo 17,000 acre se zyaada bharat ke territory mein hain, lekin Bangladesh ke aapne area mein hain.",27.0,Mistral,English,Baseline,3,1.0,
R_917mR3ox6FjPOwr,2,"`India ka claim hai 111 enclaves, jo 17,000 acre se zyaada bharat ke territory mein hain, lekin Bangladesh ke aapne area mein hain.",27.0,Mistral,English,Baseline,1,1.0,Actually I'm getting responder fatigue .. so not able to parse fast enough 
R_8OoiSKJY8ebiLjX,2,`yeh vyavastha jimmadar media aur satark samaj par nirbhar hai.,23.0,Mistral,Hindi,ECT,1,,Yeh vyavasthaa  jimmidaar media aur satrak sanaaj par nirbhar hai
R_917mR3ox6FjPOwr,2,`yeh vyavastha jimmadar media aur satark samaj par nirbhar hai.,23.0,Mistral,Hindi,ECT,1,1.0,Can't understand fast enough which means I won't say it 
R_8OoiSKJY8ebiLjX,2,`ye medium se member-ship ka replacement aur samaj ka bhautik aurusthan kaam karte hain.,17.0,Mistral,Hindi,ECT,3,1.0,
R_917mR3ox6FjPOwr,2,`ye medium se member-ship ka replacement aur samaj ka bhautik aurusthan kaam karte hain.,17.0,Mistral,Hindi,ECT,1,1.0,Fatigued reading the question 
R_8OoiSKJY8ebiLjX,2,"`isake alawa, unhen gandhiji ko jaanch karne ki anumati bhi di.",11.0,Mistral,Hindi,ECT,5,5.0,
R_917mR3ox6FjPOwr,2,"`isake alawa, unhen gandhiji ko jaanch karne ki anumati bhi di.",11.0,Mistral,Hindi,ECT,1,1.0,Jaanch karne?
R_8OoiSKJY8ebiLjX,2,"`a few machine translation (MT) systems like Japan to Korea, English to Korea, have been developed for limited vocabulary.",18.0,Mistral,English,ECT,5,,
R_917mR3ox6FjPOwr,2,"`a few machine translation (MT) systems like Japan to Korea, English to Korea, have been developed for limited vocabulary.",18.0,Mistral,English,ECT,5,5.0,
R_8OoiSKJY8ebiLjX,2,"`Rajinder Singh Bedi used to to aana aur saath hona, aur usko comfort dena.",28.0,Mistral,English,ECT,5,4.0,
R_917mR3ox6FjPOwr,2,"`Rajinder Singh Bedi used to to aana aur saath hona, aur usko comfort dena.",28.0,Mistral,English,ECT,1,1.0,What is to to aana 
R_8OoiSKJY8ebiLjX,2,"`""meri pyar ki deshvasiyonah, kahi hai ki shikshan hi progress hai.""",24.0,Mistral,English,ECT,1,1.0,Mere pyaare deshvaasio kahaa hai ki shipshape hi progress hai
R_917mR3ox6FjPOwr,2,"`""meri pyar ki deshvasiyonah, kahi hai ki shikshan hi progress hai.""",24.0,Mistral,English,ECT,1,1.0,Pyare 
R_8OoiSKJY8ebiLjX,2,`baccchon se pooch ke aapke baadon se aaspaas ke saat gaawoon ke naam aayein.,26.0,Mistral,English,Matrix,5,2.0,Bachhon  se puchho ke aapke badon se aas paas  ke saat gaaon ke naam pataa karen
R_917mR3ox6FjPOwr,2,`baccchon se pooch ke aapke baadon se aaspaas ke saat gaawoon ke naam aayein.,26.0,Mistral,English,Matrix,1,1.0,Pooch ke? 
R_8OoiSKJY8ebiLjX,2,`meeting mein apilarthi ne krishan sikand ko jaane ka anurodh kiya tha.,29.0,Mistral,English,Matrix,3,,
R_917mR3ox6FjPOwr,2,`meeting mein apilarthi ne krishan sikand ko jaane ka anurodh kiya tha.,29.0,Mistral,English,Matrix,1,1.0,
R_8OoiSKJY8ebiLjX,2,"`If hum aaj de te hain, toh aane wali peechee kaise naa milengee.",15.0,Mistral,English,Matrix,1,1.0,
R_917mR3ox6FjPOwr,2,"`If hum aaj de te hain, toh aane wali peechee kaise naa milengee.",15.0,Mistral,English,Matrix,1,1.0,
R_8OoiSKJY8ebiLjX,2,`Jobseeker banne ke liye aapko fir bhi aapki naukri khatam ho jane ke baad aapko arji bharni pad sakti hai.,14.0,Mistral,Hindi,Matrix,3,,
R_917mR3ox6FjPOwr,2,`Jobseeker banne ke liye aapko fir bhi aapki naukri khatam ho jane ke baad aapko arji bharni pad sakti hai.,14.0,Mistral,Hindi,Matrix,1,1.0,Too long
R_8OoiSKJY8ebiLjX,2,"`paranthe sab logon ko abhi yeh baat samajh nahi ki unity ka matlab sirf political unity hi nahi hai, balki yeh **imposed** ho sakta hai.",2.0,Mistral,Hindi,Matrix,3,,
R_917mR3ox6FjPOwr,2,"`paranthe sab logon ko abhi yeh baat samajh nahi ki unity ka matlab sirf political unity hi nahi hai, balki yeh **imposed** ho sakta hai.",2.0,Mistral,Hindi,Matrix,1,1.0,Xx
R_8OoiSKJY8ebiLjX,2,"`Rajinder Singh Bedi ne vīra jī ke saath bahut saare ghante āke baith ke rahte the aur unke saath together their illness ke baare mein jokes karte rahte.`",28.0,Mistral,Hindi,Matrix,3,,
R_917mR3ox6FjPOwr,2,"`Rajinder Singh Bedi ne vīra jī ke saath bahut saare ghante āke baith ke rahte the aur unke saath together their illness ke baare mein jokes karte rahte.`",28.0,Mistral,Hindi,Matrix,1,1.0,"I'm honestly blanking out at this point, just want to reach the end "
R_8UJtaoo1ijtGbKx,3,Koi bhi button press karo vote.,,Human,N/A,Human_Ref,5,5.0,Yes
R_2z2kZvkRvOJDTJT,3,Koi bhi button press karo vote.,,Human,N/A,Human_Ref,4,4.0,
R_8UJtaoo1ijtGbKx,3,"`parents ko bolo boyfriend dhund de  ,  fir no family problems!",,Human,N/A,Human_Ref,5,5.0,Yes
R_2z2kZvkRvOJDTJT,3,"`parents ko bolo boyfriend dhund de  ,  fir no family problems!",,Human,N/A,Human_Ref,3,3.0,
R_8UJtaoo1ijtGbKx,3,`apni kisi frnd ki help le ya sb thik ho jayega  .,,Human,N/A,Human_Ref,5,5.0,Yes
R_2z2kZvkRvOJDTJT,3,`apni kisi frnd ki help le ya sb thik ho jayega  .,,Human,N/A,Human_Ref,2,3.0,the 'kisi' and 'le ya' part doesn't flow naturally for me
R_8UJtaoo1ijtGbKx,3,"`ab yaad hai, yeh process ke bas drshi pratinidhitv kar rahe hain.",13.0,Gemma,Hindi,Baseline,4,4.0,Yes
R_2z2kZvkRvOJDTJT,3,"`ab yaad hai, yeh process ke bas drshi pratinidhitv kar rahe hain.",13.0,Gemma,Hindi,Baseline,2,1.0,I'm not sure what some words mean
R_8UJtaoo1ijtGbKx,3,`baithak mein appeal-arthee ne anekha kiya hai ki usse krishna sikand chhod dena chahiye,29.0,Gemma,Hindi,Baseline,2,1.0,No
R_2z2kZvkRvOJDTJT,3,`baithak mein appeal-arthee ne anekha kiya hai ki usse krishna sikand chhod dena chahiye,29.0,Gemma,Hindi,Baseline,2,2.0,
R_8UJtaoo1ijtGbKx,3,`par is hadees ke karan shahar ke ladke mujhe bhaav dene lage.,9.0,Gemma,Hindi,Baseline,2,1.0,
R_2z2kZvkRvOJDTJT,3,`par is hadees ke karan shahar ke ladke mujhe bhaav dene lage.,9.0,Gemma,Hindi,Baseline,4,3.0,
R_8UJtaoo1ijtGbKx,3,`agar hum ab qurbani karenge toh hamara bhavishya peedhi  fayda uthayegi.,15.0,Gemma,English,Baseline,3,3.0,Dont know
R_2z2kZvkRvOJDTJT,3,`agar hum ab qurbani karenge toh hamara bhavishya peedhi  fayda uthayegi.,15.0,Gemma,English,Baseline,5,3.0,
R_8UJtaoo1ijtGbKx,3,`you will still have to claim jobseeker allowance again jab tumhara job khatam hoga.,14.0,Gemma,English,Baseline,4,4.0,Nothing
R_2z2kZvkRvOJDTJT,3,`you will still have to claim jobseeker allowance again jab tumhara job khatam hoga.,14.0,Gemma,English,Baseline,5,5.0,
R_8UJtaoo1ijtGbKx,3,`this value represent the burning flags that were use in such a context the last time.,6.0,Gemma,English,Baseline,1,1.0,Dont know
R_2z2kZvkRvOJDTJT,3,`this value represent the burning flags that were use in such a context the last time.,6.0,Gemma,English,Baseline,4,3.0,
R_8UJtaoo1ijtGbKx,3,`yedi hum aaj kurbani dete hain to uska fayda aane wali piddi ko milta hai.,15.0,Gemma,Hindi,ECT,4,3.0,Dont know
R_2z2kZvkRvOJDTJT,3,`yedi hum aaj kurbani dete hain to uska fayda aane wali piddi ko milta hai.,15.0,Gemma,Hindi,ECT,2,1.0,
R_8UJtaoo1ijtGbKx,3,`yeh rashtaron ke kutneetik sambandhon ke beech kirkiri saabit ho sakti hai.,25.0,Gemma,Hindi,ECT,1,1.0,Dont know
R_2z2kZvkRvOJDTJT,3,`yeh rashtaron ke kutneetik sambandhon ke beech kirkiri saabit ho sakti hai.,25.0,Gemma,Hindi,ECT,3,2.0,
R_8UJtaoo1ijtGbKx,3,"`ab yaad hai, yeh process ke bas drshi pratibhed kar rahe hain.",13.0,Gemma,Hindi,ECT,3,3.0,Dont know
R_2z2kZvkRvOJDTJT,3,"`ab yaad hai, yeh process ke bas drshi pratibhed kar rahe hain.",13.0,Gemma,Hindi,ECT,4,3.0,
R_8UJtaoo1ijtGbKx,3,`meeting mein appellant ne kaha ki woh Krishan Sikand se chali jaaye.,29.0,Gemma,English,ECT,3,3.0,Nothing
R_2z2kZvkRvOJDTJT,3,`meeting mein appellant ne kaha ki woh Krishan Sikand se chali jaaye.,29.0,Gemma,English,ECT,4,3.0,
R_8UJtaoo1ijtGbKx,3,`now hi  reward of goodness keval goodness hee hoga.,13.0,Gemma,English,ECT,4,3.0,Dont know
R_2z2kZvkRvOJDTJT,3,`now hi  reward of goodness keval goodness hee hoga.,13.0,Gemma,English,ECT,5,4.0,
R_8UJtaoo1ijtGbKx,3,`Price spread last quarter mein tolerable limit mein tha.,20.0,Gemma,English,ECT,5,5.0,Dont  know
R_2z2kZvkRvOJDTJT,3,`Price spread last quarter mein tolerable limit mein tha.,20.0,Gemma,English,ECT,5,4.0,
R_8UJtaoo1ijtGbKx,3,`In January 1943 he announced his naye  swadheenata ghoṣaṇa divas se shuru karyakram to be launched from 26 January.,16.0,Gemma,English,Matrix,1,1.0,Dont know
R_2z2kZvkRvOJDTJT,3,`In January 1943 he announced his naye  swadheenata ghoṣaṇa divas se shuru karyakram to be launched from 26 January.,16.0,Gemma,English,Matrix,3,2.0,
R_8UJtaoo1ijtGbKx,3,`Many raajaan try to shoot ek nishaana but were unsuccessful.,30.0,Gemma,English,Matrix,1,1.0,Dont know
R_2z2kZvkRvOJDTJT,3,`Many raajaan try to shoot ek nishaana but were unsuccessful.,30.0,Gemma,English,Matrix,3,4.0,
R_8UJtaoo1ijtGbKx,3,`Where raja aur desh coincide there is no question of an alternative.,10.0,Gemma,English,Matrix,3,3.0,Dont know
R_2z2kZvkRvOJDTJT,3,`Where raja aur desh coincide there is no question of an alternative.,10.0,Gemma,English,Matrix,4,4.0,
R_8UJtaoo1ijtGbKx,3,`ye maan jalte dhvajon ka prati nithav karta hai jo ki is tarah ke sambandh mein last time used the.,6.0,Gemma,Hindi,Matrix,1,1.0,Dont know
R_2z2kZvkRvOJDTJT,3,`ye maan jalte dhvajon ka prati nithav karta hai jo ki is tarah ke sambandh mein last time used the.,6.0,Gemma,Hindi,Matrix,3,3.0,
R_8UJtaoo1ijtGbKx,3,`par is ghatna ke karan shahar ke ladke mujhe regarded karne lage.,9.0,Gemma,Hindi,Matrix,1,1.0,Dont know
R_2z2kZvkRvOJDTJT,3,`par is ghatna ke karan shahar ke ladke mujhe regarded karne lage.,9.0,Gemma,Hindi,Matrix,2,2.0,
R_8UJtaoo1ijtGbKx,3,"`इसके अतिरिक्त, unhone Gandhi ko conduct karne ki permission bhi di.",11.0,Gemma,Hindi,Matrix,3,3.0,Dont know
R_2z2kZvkRvOJDTJT,3,"`इसके अतिरिक्त, unhone Gandhi ko conduct karne ki permission bhi di.",11.0,Gemma,Hindi,Matrix,4,3.0,
R_8UJtaoo1ijtGbKx,3,`but sab logon ko abhi ye baat jeenchee nahi ki ekta ka matlab sirf rajneetik ekta nahi hai.,2.0,Llama,Hindi,Baseline,3,3.0,Dont know
R_2z2kZvkRvOJDTJT,3,`but sab logon ko abhi ye baat jeenchee nahi ki ekta ka matlab sirf rajneetik ekta nahi hai.,2.0,Llama,Hindi,Baseline,2,2.0,
R_8UJtaoo1ijtGbKx,3,"`chunkee mana jata hai ki ve gareebon ke paksh mein bolte hain, isliye unki awaaz adhik suni jati hai.",1.0,Llama,Hindi,Baseline,4,3.0,Dont know
R_2z2kZvkRvOJDTJT,3,"`chunkee mana jata hai ki ve gareebon ke paksh mein bolte hain, isliye unki awaaz adhik suni jati hai.",1.0,Llama,Hindi,Baseline,2,2.0,
R_8UJtaoo1ijtGbKx,3,"`some systems Japan-Korea, English-Korea developed hain limited vocabulary ke liye.",18.0,Llama,Hindi,Baseline,5,3.0,Dont know
R_2z2kZvkRvOJDTJT,3,"`some systems Japan-Korea, English-Korea developed hain limited vocabulary ke liye.",18.0,Llama,Hindi,Baseline,2,2.0,
R_8UJtaoo1ijtGbKx,3,`price spread last quarter me tolerable limit ke andar tha.,20.0,Llama,English,Baseline,3,3.0,Dont know
R_2z2kZvkRvOJDTJT,3,`price spread last quarter me tolerable limit ke andar tha.,20.0,Llama,English,Baseline,4,4.0,
R_8UJtaoo1ijtGbKx,3,`King aur desh mil jate hai to alternative ka koi sawal hi nahin hai.,10.0,Llama,English,Baseline,3,3.0,Dont know
